,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,AndromedaBeauty,#largewhale #nft #btc #twtr #shib #doge #tsla  #amcshortsqueeze #Britney #stockmarketcrash #Succession #nio https://t.co/3rshxUKxaV,2022-05-11 23:56:59+00:00,USA,Twitter Web App,0,0,1,0
1,AndromedaBeauty,Seal Hand Made Organic Soap Watermelon Lemonade Goat Milk Aloe Vera vitamins and minerals California Flowers rich i… https://t.co/zMDkXiX2MU,2022-05-11 23:43:13+00:00,USA,Twitter Web App,0,0,1,0
2,Boldieman,"RT @TronVerseGame: @TwitterSupport Hello, we're a game company with launched products.

We're trying to promote our content and reach a lar…",2022-05-11 21:28:51+00:00,"Amsterdam, Nederland",Twitter for Android,0,0,0,0
3,Gambiste1,RT @kjstillabower: Why does this bird app do absolutely nothing with the stock tag. #twtr and $twtr should do obviously different things. W…,2022-05-11 21:27:30+00:00,,Gambiste,0,0,0,0
4,Prizm13756766,"Before you scroll …
We’ve got an updated Terms of Service and new Privacy Policy — rewritten to help you understand… https://t.co/145Akixl2e",2022-05-11 21:24:07+00:00,"North Carolina, USA",Twitter Web App,0,0,0,0
5,TronVerseGame,"@TwitterSupport Hello, we're a game company with launched products.

We're trying to promote our content and reach… https://t.co/iaEp1JhZHV",2022-05-11 21:23:32+00:00,TronVerse,Twitter Web App,1,0,0,1
6,FuturesScalper,We see Twitter is heading towards the 2nd and 3rd options Uber your leadership. Probably smart shorting #TWTR as so… https://t.co/MjqqdvSunF,2022-05-11 21:20:40+00:00,,Twitter for iPhone,0,0,0,0
7,kjstillabower,Why does this bird app do absolutely nothing with the stock tag. #twtr and $twtr should do obviously different thin… https://t.co/uzj4V6q221,2022-05-11 20:51:52+00:00,,Twitter for iPhone,0,0,0,1
8,Pubabook1,"I think @elonmusk is buying a product to make it better, not a name. Renegotiation will break #twtr. Nobody likes t… https://t.co/vAy7L96hwq",2022-05-11 20:50:14+00:00,"Texas, USA",Twitter for iPhone,0,0,0,0
9,AndromedaBeauty,Check out Matrix Biolage Plant Based HairColor Chamomile Gold 3.5 oz / 100 g Amonia-Free https://t.co/nMJuGPOga8… https://t.co/aQvRdXvoLV,2022-05-11 20:05:14+00:00,USA,Twitter Web App,2,0,0,0
10,TylerL561,@Stocktwits banned me for spitting facts. Twitter’s my new discussion board cause they believe in freedom of speech… https://t.co/slp7k7B2z8,2022-05-11 19:43:44+00:00,"Jupiter, FL",Twitter for iPhone,0,0,0,0
