,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,Ralphtan222,"clip.

(タイトルの書きよう、ちょっと品が無い)

via @Wired_JP
#article #TWTR #ElonMuskBuysTwitter https://t.co/Uwf2MxOgBe",2022-05-29 21:41:04+00:00,DeCenterized Tokyo🗼⇄NY🗽,Twitter for iPhone,0,0,0,0
1,THEDREA73242114,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-29 20:55:49+00:00,,Twitter for Android,0,0,0,0
2,GodelCity,"Sorry @Twitter, more giveaways to @GodelCity  supporters!🎁

#twtr #Giveaways https://t.co/zzsiM9rTP6 https://t.co/PYu0gWJFxX",2022-05-29 20:37:03+00:00,GodelCity,Twitter Web App,4,0,0,0
3,SR_AntiFascism,"RT @SR_AntiFascism: #Twtr-@TwitterCanada 
did #CriticalRaceTheory
$PromotedTrend In #Kanada
4 #WhiteSupremacist #KochNetwork 
&amp;censored for…",2022-05-29 20:19:52+00:00,,Twitter Web App,0,0,0,0
4,SRAntiFascism,"RT @SR_AntiFascism: #Twtr-@TwitterCanada 
did #CriticalRaceTheory
$PromotedTrend In #Kanada
4 #WhiteSupremacist #KochNetwork 
&amp;censored for…",2022-05-29 20:17:58+00:00,Canada,Twitter Web App,0,0,0,0
5,abohosaam,"RT @saudsend: #twtr $twtr
#رادار_السوق 
#الخير_مقبل 
مبرووووووووووووك هذا من فضل ربي
اللي متابعين معنا https://t.co/0k0b2p2ZdN",2022-05-29 19:59:18+00:00,,Twitter for iPhone,0,0,0,0
6,abohosaam,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-29 19:57:56+00:00,,Twitter for iPhone,0,0,0,0
7,abohosaam,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-29 19:57:45+00:00,,Twitter for iPhone,0,0,0,0
8,surendervarmaa,Check out my #TWTR analysis on @TradingView: https://t.co/oO4QlPyUPD  #nasdaq #trading #stocks #stockmarket #forex… https://t.co/IzA8nMz1mx,2022-05-29 19:37:06+00:00,"Houston, TX",Twitter Web App,0,0,0,0
9,Owain4756,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-29 19:04:15+00:00,,Twitter for Android,0,0,0,0
10,XantheEdith,"RT @AndromedaBeauty: @Milenio Mother's Day Gift
#nft #btc #twtr #doge #shib #tsla #coachella https://t.co/JHEgD7CVZh",2022-05-29 17:38:19+00:00,,Twitter Web App,0,0,0,0
11,affeu2,"RT @SRAntiFascism: .@affeu2,
this really stands out from your thread regarding #NMR
https://t.co/Jz6vMlUydt
Ton of #NeoNazi #DomesticTerror…",2022-05-29 15:53:59+00:00,,Twitter Web App,0,0,0,0
12,SRAntiFascism,"RT @SRAntiFascism: .@affeu2,
this really stands out from your thread regarding #NMR
https://t.co/Jz6vMlUydt
Ton of #NeoNazi #DomesticTerror…",2022-05-29 15:52:48+00:00,Canada,Twitter Web App,0,0,0,0
13,SR_AntiFascism,"RT @SRAntiFascism: .@affeu2,
this really stands out from your thread regarding #NMR
https://t.co/Jz6vMlUydt
Ton of #NeoNazi #DomesticTerror…",2022-05-29 15:52:33+00:00,,Twitter Web App,0,0,0,0
14,SRAntiFascism,".@affeu2,
this really stands out from your thread regarding #NMR
https://t.co/Jz6vMlUydt
Ton of #NeoNazi… https://t.co/dz98YFqBCf",2022-05-29 15:51:48+00:00,Canada,Twitter Web App,2,0,0,3
15,emmanuel_kinge,|#GRIN| |#TWTR| |GRIN| https://t.co/HgShAHDkQS https://t.co/ZPcIMwrdw9,2022-05-29 14:08:26+00:00,"Manchester, England",Twitter for iPhone,0,0,0,0
16,emmanuel_kinge,"#ART #GRIN #TWTR 

#TheFutureOfMoney of #NFTCOMMUNITYCRYPTOTokens https://t.co/yDuJsONvU8",2022-05-29 13:57:51+00:00,"Manchester, England",Twitter for iPhone,2,0,0,0
17,emmanuel_kinge,"The needs of many outweigh the needs of one #CopyPasta #SUITS 

This is #ART and it’s #FREEART all donated by great… https://t.co/r0nC0PAYcx",2022-05-29 13:54:30+00:00,"Manchester, England",Twitter for iPhone,1,0,0,0
18,emmanuel_kinge,|#ART| |GRIN| |#TWTR| |#TSLA| |#GCBCB| https://t.co/HtBgqpcj0E https://t.co/rrdWoFfNR6,2022-05-29 13:31:52+00:00,"Manchester, England",Twitter for iPhone,0,0,0,0
19,SaadAls85040904,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-29 13:05:04+00:00,"الرياض, المملكة العربية السعود",Twitter for Android,0,0,0,0
20,SuccessAfter25,This is how we make money with trade ideas!!! $TWTR #TWTR https://t.co/rEobNg7QQw,2022-05-29 06:52:11+00:00,,Twitter Web App,0,0,0,0
21,AKrimbrulee,YES!!!! FIRST AMENDMENT FREEDOM OF SPEECH HAS BEEN RESTORED TO #TWTR.  @elonmusk buys Twitter. https://t.co/v893z5R7Wk,2022-05-29 06:09:07+00:00,,Twitter Web App,0,0,0,0
22,AndromedaBeauty,"“Art should be something that liberates your soul, provokes the imagination and encourages people to go further.” –… https://t.co/V0frO4nleq",2022-05-29 04:34:28+00:00,USA,LinkedIn,1,2,1,0
23,AndromedaBeauty,"“Art should be something that liberates your soul, provokes the imagination and encourages people to go further.” –… https://t.co/lQ5Piet4NE",2022-05-29 04:30:37+00:00,USA,Twitter Web App,1,0,2,0
24,AndromedaBeauty,“Art evokes the mystery without which the world would not exist.” – René Magritte #OrganicSoap #scientology #nft… https://t.co/38fuYOrb3M,2022-05-29 04:22:42+00:00,USA,LinkedIn,3,1,1,1
25,AndromedaBeauty,“Art evokes the mystery without which the world would not exist.” – René Magritte #OrganicSoap #scientology #nft… https://t.co/PLQwvoxnOT,2022-05-29 04:21:26+00:00,USA,Twitter Web App,3,1,1,0
26,AndromedaBeauty,"“To be an artist is to believe in life.” – Henry Moore #OrganicSoap #scientology #nft #btc
 #twtr #tsla… https://t.co/J8AsrAgI3t",2022-05-29 04:15:07+00:00,USA,LinkedIn,1,0,0,0
27,JoeInska,"RT @AndromedaBeauty: “To be an artist is to believe in life.” – Henry Moore #OrganicSoap #scientology #nft #btc
 #twtr #tsla #cryptocurrenc…",2022-05-29 04:14:38+00:00,,inskatestapp,0,0,0,0
28,AndromedaBeauty,"“To be an artist is to believe in life.” – Henry Moore #OrganicSoap #scientology #nft #btc
 #twtr #tsla… https://t.co/MoOOviiWDc",2022-05-29 04:13:37+00:00,USA,Twitter Web App,1,0,2,1
29,AndromedaBeauty,"“Art is a line around your thoughts.” – Gustav Klimt #OrganicSoap #scientology #nft #btc
 #twtr #tsla… https://t.co/KzYI1CDrs7",2022-05-29 04:03:56+00:00,USA,LinkedIn,6,0,0,0
30,AndromedaBeauty,"“Art is a line around your thoughts.” – Gustav Klimt #OrganicSoap #scientology #nft #btc
 #twtr #tsla… https://t.co/6HAwu5CzzJ",2022-05-29 04:01:45+00:00,USA,Twitter Web App,3,1,3,0
31,AndromedaBeauty,“A work of art which did not begin in emotion is not art.” — Paul Cézanne #OrganicSoap #scientology #nft #btc… https://t.co/7quCyHHHyE,2022-05-29 03:55:45+00:00,USA,Twitter Web App,2,0,3,0
32,AndromedaBeauty,“I never paint dreams or nightmares. I paint my own reality.” — Frida Kahlo #OrganicSoap #scientology #nft #btc… https://t.co/Hbj7b0HT9V,2022-05-29 03:50:56+00:00,USA,LinkedIn,1,0,0,0
33,AndromedaBeauty,“I never paint dreams or nightmares. I paint my own reality.” — Frida Kahlo #OrganicSoap #scientology #nft #btc… https://t.co/kp26LNxylY,2022-05-29 03:49:52+00:00,USA,Twitter Web App,0,0,1,0
34,AndromedaBeauty,"“Every good painter paints what he is.” — Jackson Pollock #OrganicSoap #scientology #nft #btc
 #twtr #tsla… https://t.co/xvrFD8doM0",2022-05-29 03:44:44+00:00,USA,LinkedIn,2,0,0,0
35,AndromedaBeauty,"“Every good painter paints what he is.” — Jackson Pollock #OrganicSoap #scientology #nft #btc
 #twtr #tsla… https://t.co/qlRDrcCjFR",2022-05-29 03:34:28+00:00,USA,Twitter Web App,0,0,1,0
36,AndromedaBeauty,“Painting is the grandchild of nature. It is related to God.” — Rembrandt van Rijn #OrganicSoap #scientology #nft… https://t.co/855I3c6GuW,2022-05-29 03:32:09+00:00,USA,LinkedIn,3,1,0,0
37,AndromedaBeauty,“Painting is the grandchild of nature. It is related to God.” — Rembrandt van Rijn #OrganicSoap #scientology #nft… https://t.co/XMMLYOhSGc,2022-05-29 03:29:24+00:00,USA,Twitter Web App,2,0,1,0
38,AndromedaBeauty,“The position of the artist is humble. He is essentially a channel.” — Piet Mondrian #OrganicSoap #scientology #nft… https://t.co/DRaVKx9Ire,2022-05-29 03:24:30+00:00,USA,LinkedIn,1,0,0,0
39,Veola693501331,RT @AndromedaBeauty: “The position of the artist is humble. He is essentially a channel.” — Piet Mondrian #OrganicSoap #scientology #nft #b…,2022-05-29 03:22:48+00:00, Sandbox ,Twitter Web App,0,0,0,0
40,AndromedaBeauty,“The position of the artist is humble. He is essentially a channel.” — Piet Mondrian #OrganicSoap #scientology #nft… https://t.co/tny0jtRnF2,2022-05-29 03:22:05+00:00,USA,Twitter Web App,0,0,2,1
41,GraceMurphy2,RT @AndromedaBeauty: “An artist is not paid for his labor but for his vision.” — James McNeill Whistler #OrganicSoap #scientology #nft #btc…,2022-05-29 03:22:01+00:00,"Glasgow, UK",Twitter for iPhone,0,0,0,0
42,AndromedaBeauty,“An artist is not paid for his labor but for his vision.” — James McNeill Whistler #OrganicSoap #scientology #nft… https://t.co/dagMzTTJOA,2022-05-29 03:17:49+00:00,USA,LinkedIn,1,0,0,1
43,AndromedaBeauty,“An artist is not paid for his labor but for his vision.” — James McNeill Whistler #OrganicSoap #scientology #nft… https://t.co/aa0YeZFgCj,2022-05-29 03:15:23+00:00,USA,Twitter Web App,1,1,1,0
44,AndromedaBeauty,“Art washes away from the soul the dust of everyday life.” — Pablo Picasso #OrganicSoap #scientology #nft #btc… https://t.co/eRuag5pm6r,2022-05-29 03:11:13+00:00,USA,Twitter Web App,1,2,1,0
45,AndromedaBeauty,"“The object of art is not to reproduce reality, but to create a reality of the same intensity.” — Alberto Giacomett… https://t.co/L4DBXncmG1",2022-05-29 03:05:36+00:00,USA,LinkedIn,1,1,1,0
46,AndromedaBeauty,"“The object of art is not to reproduce reality, but to create a reality of the same intensity.” — Alberto Giacomett… https://t.co/mA2J0sjmDo",2022-05-29 03:04:10+00:00,USA,Twitter Web App,0,0,1,0
47,AndromedaBeauty,"#OrganicSoap #scientology #nft #btc
 #twtr #tsla #cryptocurrency #Caturday https://t.co/4LOMJkyt5E",2022-05-29 02:59:27+00:00,USA,LinkedIn,0,0,2,0
48,AndromedaBeauty,“The emotions are sometimes so strong that I work without knowing it. The strokes come like speech.” — Vincent van… https://t.co/P7U3HFaVRC,2022-05-29 02:56:49+00:00,USA,Twitter Web App,1,0,3,0
49,AndromedaBeauty,"“Painting is just another way of keeping a diary.” — Pablo Picasso #scientology #OrganicSoap #nft #btc
 #twtr #tsla… https://t.co/1vC3vPuiNt",2022-05-29 02:51:56+00:00,USA,LinkedIn,1,0,0,0
50,AndromedaBeauty,"“Painting is just another way of keeping a diary.” — Pablo Picasso #scientology #OrganicSoap  #nft #btc
 #twtr… https://t.co/6agTMOpj6C",2022-05-29 02:51:00+00:00,USA,Twitter Web App,0,1,1,0
51,AndromedaBeauty,“I found I could say things with color and shapes that I couldn’t say any other way—things I had no words for.”— Ge… https://t.co/wIVpJGizrD,2022-05-29 02:34:25+00:00,USA,LinkedIn,2,1,1,0
52,AndromedaBeauty,“I found I could say things with color and shapes that I couldn’t say any other way—things I had no words for.”— Ge… https://t.co/nhsh73ZAgi,2022-05-29 02:33:20+00:00,USA,Twitter Web App,4,1,2,0
53,AndromedaBeauty,“If I could say it in words there would be no reason to paint.” — Edward Hopper #OrganicSoap #scientology #nft #btc… https://t.co/LTC5vUTn5q,2022-05-29 02:28:56+00:00,USA,LinkedIn,3,0,1,0
54,AndromedaBeauty,“If I could say it in words there would be no reason to paint.” — Edward Hopper #OrganicSoap #scientology #nft #btc… https://t.co/W3jNVFvfdO,2022-05-29 02:27:14+00:00,USA,Twitter Web App,4,2,3,0
55,AndromedaBeauty,"“Creativity takes courage.”— Henri Matisse #OrganicSoap #scientology #nft #btc
 #twtr #tsla #cryptocurrency… https://t.co/kErkVJgqqp",2022-05-29 02:22:05+00:00,USA,LinkedIn,5,0,2,0
56,AndromedaBeauty,"“Creativity takes courage.”— Henri Matisse #OrganicSoap #scientology #nft #btc
 #twtr #tsla #cryptocurrency… https://t.co/EqyTidR03a",2022-05-29 02:20:43+00:00,USA,Twitter Web App,3,0,3,0
57,AlxVarfolomiyev,"Can't wait to see the next ad by #TWTR recommendation algo. Hope, it's gonna be #web3.",2022-05-29 01:23:12+00:00,Web3,Twitter Web App,1,0,0,0
