,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,etherealogian,4:30p on friday and $twtr #twtr #twitter #analytics still hasn't updated. Is that because a silly social media app… https://t.co/dE01xeLTk3,2022-05-27 23:31:33+00:00,Planet Earth,Twitter Web App,0,0,0,0
1,BotTesting8,RT @ETFStockReport: #Stockmarket @ETFStockReport THE BEST ALTERNATIVE TO BUYING #ETF ’s #StocksToWatch $SPY $Goog $amzn $Tsla $nvda $fb $un…,2022-05-27 23:09:53+00:00,,ReputationAnalysis,0,0,0,0
2,Olha_nabi,"Sometimes changes for the better😉
#twtr #Vibez https://t.co/ZKGOA6UQM8",2022-05-27 23:05:49+00:00,Ukraine,Twitter for Android,0,0,0,0
3,husban001,"#TWTR Twitter hissedarları, karmaşık bir satın alma süreci nedeniyle Elon Musk ve Twitter yönetimine dava açacak",2022-05-27 23:02:11+00:00,,Twitter for Android,2,0,0,0
4,ETFStockReport,#Stockmarket @ETFStockReport THE BEST ALTERNATIVE TO BUYING #ETF ’s #StocksToWatch $SPY $Goog $amzn $Tsla $nvda $fb… https://t.co/9YHCCEAy4G,2022-05-27 23:00:38+00:00,USA,Twitter for iPad,1,0,0,1
5,hamad_trd,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 23:00:08+00:00,,Twitter for iPhone,0,0,0,0
6,hamad_trd,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 22:59:59+00:00,,Twitter for iPhone,0,0,0,0
7,RealMcCoyVtg77,Weird. This guy's some kind of giant. He sits in a ton of boards. He can tell #twtr shareholders he's not leaving a… https://t.co/F4zNWF9ELw,2022-05-27 22:30:48+00:00,,Twitter for Android,0,0,0,0
8,JeremyNaylorTV,"RT @IGcom: Elon Musk faces court battle with Twitter investors 💰

The bid tabled by the Tesla founder to buy Twitter (#TWTR) is looking mes…",2022-05-27 21:55:29+00:00,London,Twitter for Android,0,0,0,0
9,JeremyNaylor_IG,"RT @IGcom: Elon Musk faces court battle with Twitter investors 💰

The bid tabled by the Tesla founder to buy Twitter (#TWTR) is looking mes…",2022-05-27 21:41:31+00:00,London,Twitter for Android,0,0,0,0
10,ngmksaa,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 19:28:39+00:00,المملكة العربية السعودية ,Twitter for Android,0,0,0,0
11,ovdo3419,@squawksquare Sold off my shares too. Elon has gotten weirder and sidetracked with #twtr  I’ll day trade until he s… https://t.co/qX5vbk8sFd,2022-05-27 19:18:27+00:00,"Greater Uptown, Houston",Twitter for iPhone,0,0,0,0
12,TheDarkbluue1,Check out my #TWTR analysis on @TradingView: https://t.co/5h8CUWN2gS,2022-05-27 18:48:07+00:00,,Twitter Web App,0,0,0,0
13,loss9585,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 18:19:12+00:00,,Twitter for iPad,0,0,0,0
14,loss9585,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 18:18:39+00:00,,Twitter for iPad,0,0,0,0
15,MUH_9200,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 18:17:01+00:00,"مكة المكرمة, المملكة العربية السعودية",Twitter for iPhone,0,0,0,0
16,SFCA4Trump,@elonmusk Go Elon Go! #Tesla #TWTR #Doge #MonacoGP #MAGA https://t.co/b6DQe2EpSm,2022-05-27 18:04:34+00:00,San Francisco,Twitter for iPhone,0,0,0,0
17,AndromedaBeauty,Seksi Bayan El Yapımı Sabun Karpuz Limonata Kakao Yağı Aloe Vera Çiçekler Organik Vitaminler Nemlendirici❣️… https://t.co/ApbnKixblh,2022-05-27 17:48:19+00:00,USA,Twitter Web App,0,0,1,0
18,AndromedaBeauty,Sexy Lady Jabón hecho a mano Sandía Limonada Manteca de cacao Aloe Vera Flores Vitaminas orgánicas Hidratante❣️… https://t.co/m3xSARzAgR,2022-05-27 17:47:04+00:00,USA,Twitter Web App,0,0,1,0
19,AndromedaBeauty,ਸੈਕਸੀ ਲੇਡੀ ਹੈਂਡ ਮੇਡ ਸਾਬਣ ਤਰਬੂਜ ਲੈਮੋਨੇਡ ਕੋਕੋ ਬਟਰ ਐਲੋਵੇਰਾ ਫੁੱਲ ਆਰਗੈਨਿਕ ਵਿਟਾਮਿਨ ਮਾਇਸਚਰਾਈਜ਼ਰ❣️#OrganicSoap #earthquake… https://t.co/efVmcdRCrp,2022-05-27 17:46:05+00:00,USA,Twitter Web App,0,0,1,0
20,AndromedaBeauty,Sexy Lady Sabonete Feito à Mão Melancia Limonada Manteiga de Cacau Aloe Vera Flores Vitaminas Orgânicas Hidratante… https://t.co/AkYppD0cYc,2022-05-27 17:45:13+00:00,USA,Twitter Web App,1,0,1,0
21,Bandersa09,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 17:24:35+00:00,,Twitter for iPhone,0,0,0,0
22,lntocryptoveree,RT @intocryptoverse: Why am I not surprised that @elonmusk is now the largest #TWTR shareholder.,2022-05-27 17:16:12+00:00,,Twitter for iPhone,0,0,0,0
23,UmutOzdamarlar,"RT @piyasatahmin: #TWTR Twitter hissedarları, karmaşık bir satın alma süreci nedeniyle Elon Musk ve Twitter yönetimine dava açacak",2022-05-27 16:51:43+00:00,"Ataşehir, İstanbul",Twitter for iPhone,0,0,0,0
24,piyasatahmin,"#TWTR Twitter hissedarları, karmaşık bir satın alma süreci nedeniyle Elon Musk ve Twitter yönetimine dava açacak https://t.co/XqeFLZKKDN",2022-05-27 16:49:14+00:00,,Twitter Web App,43,1,1,2
25,modiy2020,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 16:31:15+00:00,,Twitter for iPhone,0,0,0,0
26,modiy2020,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 16:31:05+00:00,,Twitter for iPhone,0,0,0,0
27,AndromedaBeauty,"섹시한 레이디 손으로 만든 비누 수박 레모네이드 코코아 버터 알로에 베라 꽃 유기농 비타민 모이스처 라이저❣️#OrganicSoap #earthquake #nft #btc #twtr #crypto #GME #TopGun
 @blueorigin",2022-05-27 16:18:19+00:00,USA,Twitter Web App,1,1,1,0
28,AndromedaBeauty,"セクシーな女性手作り石鹸スイカレモネードココアバターアロエベラ花有機ビタミン保湿剤❣️#OrganicSoap #earthquake #nft #btc #twtr #crypto #GME #TopGun
 @blueorigin",2022-05-27 16:17:23+00:00,USA,Twitter Web App,0,1,4,0
29,AndromedaBeauty,"Sapone fatto a mano da donna sexy, anguria, limonata, burro di cacao, fiori di aloe vera, vitamine organiche idrata… https://t.co/OnCUZLhHXh",2022-05-27 16:16:34+00:00,USA,Twitter Web App,0,1,1,0
30,AndromedaBeauty,सेक्सी लेडी हैंड मेड साबुन तरबूज नींबू पानी कोको मक्खन मुसब्बर वेरा फूल कार्बनिक विटामिन मॉइस्चराइजर❣️#OrganicSoap… https://t.co/JVI8ZiNH1E,2022-05-27 16:15:09+00:00,USA,Twitter Web App,1,0,5,0
31,AndromedaBeauty,"סקסית ליידי סקסית בעבודת יד סבון אבטיח לימונדה חמאת קקאו פרחי אלוורה ויטמינים אורגניים קרם לחות
❣️#OrganicSoap… https://t.co/Iy3LYkviec",2022-05-27 16:12:16+00:00,USA,Twitter Web App,2,1,1,0
32,RealMcCoyVtg77,"Really?? Can they do that, just turn their nose up at a shareholder vote? #twtr #Durban https://t.co/c0ghpmi60o",2022-05-27 16:09:40+00:00,,Twitter for Android,0,0,0,0
33,AndromedaBeauty,Sexy Lady Χειροποίητο Σαπούνι Καρπούζι Λεμονάδα Βούτυρο κακάο Aloe Vera Flowers Οργανικές Βιταμίνες Ενυδατική κρέμα… https://t.co/aTJN8PTqQc,2022-05-27 16:07:58+00:00,USA,Twitter Web App,2,0,2,0
34,AndromedaBeauty,Sexy Lady Handgemachte Seife Wassermelone Limonade Kakaobutter Aloe Vera Blumen Organische Vitamine Feuchtigkeitscr… https://t.co/OkcpyHPWm4,2022-05-27 16:04:32+00:00,USA,Twitter Web App,1,1,1,0
35,AndromedaBeauty,Sexy Lady savon fait à la main pastèque limonade beurre de cacao fleurs d'aloe vera vitamines bio hydratant❣️… https://t.co/mtLbmjDmGB,2022-05-27 16:03:28+00:00,USA,Twitter Web App,2,2,3,0
36,AndromedaBeauty,"性感女士手工皂西瓜柠檬水可可脂芦荟花有机维生素保湿霜❣️#OrganicSoap #earthquake #nft #btc #twtr #crypto #GME #TopGun
 @blueorigin",2022-05-27 16:02:18+00:00,USA,Twitter Web App,1,2,1,0
37,AndromedaBeauty,"مثير سيدة يدوية الصابون البطيخ والليمون زبدة الكاكاو الألوة فيرا الزهور العضوية مرطب الفيتامينات
❣️#OrganicSoap… https://t.co/UrJNdCMZg1",2022-05-27 16:00:26+00:00,USA,Twitter Web App,2,2,4,0
38,AndromedaBeauty,Sexy Lady Hand Made Soap Watermelon Lemonade Cocoa Butter Aloe Vera Flowers Organic Vitamins Moisturizer ❣️… https://t.co/PWXCEcv152,2022-05-27 15:49:39+00:00,USA,Twitter Web App,2,1,1,0
39,SRAntiFascism,"RT @SRAntiFascism: #FacistMusk @elonmusk 
#sued over $Twtr #StockPlunge
by #TwitterInvestors&amp;
@Jack #Dorsey got kicked of #TwitterBoard 
ov…",2022-05-27 15:48:40+00:00,Canada,Twitter Web App,0,0,0,0
40,SR_AntiFascism,"RT @SRAntiFascism: #FacistMusk @elonmusk 
#sued over $Twtr #StockPlunge
by #TwitterInvestors&amp;
@Jack #Dorsey got kicked of #TwitterBoard 
ov…",2022-05-27 15:48:36+00:00,,Twitter Web App,0,0,0,0
41,Ab0oomar,"سهم #تويتر #TWITTER #TWTR

باقي اغلاق الفجوات

الله يبارك لكم بالربح 👍 https://t.co/OtOwyA5p1t",2022-05-27 15:45:41+00:00,Kingdom of Saudi Arabia,Twitter for iPhone,0,0,0,0
42,RebeccaBilly7,RT @Sshy65092329: @SpaceX @elonmusk @Space_Station Hi @elonmusk we read the @Forbes article there’s another way to raise the $44 Billion fo…,2022-05-27 15:41:10+00:00,,Twitter Web App,0,0,0,0
43,zScuFy,RT @masked_investor: Hey @elonmusk I know you're open to critics - Do you think you should have waited a few more weeks before the #TWTR bi…,2022-05-27 15:35:50+00:00,,Twitter for iPhone,0,0,0,0
44,Dean_Haney,@elonmusk #Twitter #twtr https://t.co/onNdpTqoXc,2022-05-27 15:24:40+00:00,"SantaAna, CA",Twitter for Android,0,0,0,0
45,nexuptrend,RT @masked_investor: Hey @elonmusk I know you're open to critics - Do you think you should have waited a few more weeks before the #TWTR bi…,2022-05-27 15:15:32+00:00,,Twitter for iPhone,0,0,0,0
46,mondjdn,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 15:15:19+00:00,المملكة العربية السعودية,Twitter for iPhone,0,0,0,0
47,jh66359620,RT @masked_investor: Hey @elonmusk I know you're open to critics - Do you think you should have waited a few more weeks before the #TWTR bi…,2022-05-27 15:00:48+00:00,,Twitter Web App,0,0,0,0
48,webtesting2,RT @masked_investor: Hey @elonmusk I know you're open to critics - Do you think you should have waited a few more weeks before the #TWTR bi…,2022-05-27 15:00:42+00:00,,Twitter for iPhone,0,0,0,0
49,masked_investor,Hey @elonmusk I know you're open to critics - Do you think you should have waited a few more weeks before the #TWTR… https://t.co/xXmZkSZiIl,2022-05-27 14:57:52+00:00,Anonymous,Twitter Web App,57,1,0,4
50,pattie_jabbaz,El proceso q esta haciendo #TWTR es excelente casi de libro. Es un proceso claro de acumulación q llevará por mis c… https://t.co/fLBIgueXmO,2022-05-27 14:56:04+00:00,Argentina,Twitter for iPhone,15,0,2,0
51,CaptCanuck6,"RT @SRAntiFascism: #FacistMusk @elonmusk 
#sued over $Twtr #StockPlunge
by #TwitterInvestors&amp;
@Jack #Dorsey got kicked of #TwitterBoard 
ov…",2022-05-27 14:19:26+00:00,"Tkaronto, Ontario",Twitter for Android,0,0,0,0
52,SRAntiFascism,"#FacistMusk @elonmusk 
#sued over $Twtr #StockPlunge
by #TwitterInvestors&amp;
@Jack #Dorsey got kicked of… https://t.co/yavfaHySYS",2022-05-27 14:14:48+00:00,Canada,Twitter Web App,1,1,1,3
53,JSMALHAMMADI,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 13:27:40+00:00,,Twitter for Android,0,0,0,0
54,investor_feed,"$TWTR  8-K  Twitter   (27 May, 9:01am)

📰 Departure of Directors or Certain Officers; Election of Directors… https://t.co/vTwaP7RTMC",2022-05-27 13:02:50+00:00,"Toronto, Canada",Investor Feed,0,0,0,0
55,b_plural,Ações do Twitter (#TWTR) apresentaram alta após a notícia de que Elon Musk comprometerá mais de sua própria riqueza… https://t.co/dSveFLbKb6,2022-05-27 13:00:00+00:00,,Twitter Web App,2,0,0,0
56,tslaqtwin,"RT @ShortingIsFun: Are you facing numerous Class-Action Lawsuits Elon? I'm surprised if you don't soon here for #FSD, #TWTR, software issue…",2022-05-27 12:53:37+00:00,Big Island of Hawaii,Twitter Web App,0,0,0,0
57,IGcom,"Elon Musk faces court battle with Twitter investors 💰

The bid tabled by the Tesla founder to buy Twitter (#TWTR) i… https://t.co/WEPKBd7Dm3",2022-05-27 12:42:00+00:00,,Twitter Media Studio,5,0,1,3
58,5alib_,"RT @saudsend: #twtr $twtr
#رادار_السوق 
#الخير_مقبل 
مبرووووووووووووك هذا من فضل ربي
اللي متابعين معنا https://t.co/0k0b2p2ZdN",2022-05-27 11:59:08+00:00,,Twitter for iPhone,0,0,0,0
59,5alib_,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 11:58:11+00:00,,Twitter for iPhone,0,0,0,0
60,5alib_,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 11:57:52+00:00,,Twitter for iPhone,0,0,0,0
61,otcstockinsider,"RT @StocksAnalytics: Earning much MONEY by Trading Tech Giant Stocks - GOOG, FB &amp; TWTR (Alpha... https://t.co/x4wTYFsXA2 via @YouTube #stoc…",2022-05-27 11:22:10+00:00,Canada,Twitter Web App,0,0,0,0
62,proactive_NA,$TWTR Musk sued by Twitter shareholders for share price manipulation https://t.co/dOdSQKukKF #TWTR,2022-05-27 11:20:05+00:00,"New York, NY",proactive_NA,0,0,0,0
63,mantej2020,"@elonmusk @AOC Instead you would have run a poll asking, Will @elonmusk buy #TWTR or back out ?",2022-05-27 11:09:48+00:00,"Sun Prairie, WI",Twitter for iPhone,0,0,0,0
64,The_Analysts_,"Earning much MONEY by Trading Tech Giant Stocks - GOOG, FB &amp; TWTR (Alpha... https://t.co/x4wTYFsXA2 via @YouTube… https://t.co/dJtgFJ16QE",2022-05-27 11:07:33+00:00,"California, USA",Twitter for Android,0,0,0,1
65,DahabShoosh,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 10:52:45+00:00,,Twitter for iPhone,0,0,0,0
66,DahabShoosh,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 10:52:25+00:00,,Twitter for iPhone,0,0,0,0
67,khaleedaa123456,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 10:42:40+00:00,,Twitter for Android,0,0,0,0
68,khaleedaa123456,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 10:41:13+00:00,,Twitter for Android,0,0,0,0
69,TRTMoneyTalks,"Twitter investors sue Elon Musk for stock manipulation over his acquisition bid

#Twitter #TWTR #ElonMusk… https://t.co/3QGjEpoJFE",2022-05-27 10:17:30+00:00,Istanbul,Twitter Media Studio,0,0,0,0
70,1LightwaveTech,"#TSLA $TSLA #Tesla #TWTR This bodes well for Tesla Stock in my opinion! 

https://t.co/mLjkc6qPRW",2022-05-27 09:15:35+00:00,"Hubbard, OH",Twitter for iPhone,0,0,0,0
71,RLindaTrade,#EURUSD is working out the liquidity zone below 1.0655 perfectly and is forming a good 95 pips up. The trend is cha… https://t.co/00hbvxpict,2022-05-27 08:52:21+00:00,UK Unated Kingdom,Twitter Web App,0,0,0,0
72,emmanuel_kinge,"https://t.co/HvgOwSSev2 

The Future is #GRIN @GrinGlobal @MLBinWA #emmanuel_kinge_edie #KINGE_EDIE_EMMANUEL #GRIN… https://t.co/jAalvYrioB",2022-05-27 08:44:56+00:00,"Manchester, England",Twitter for iPhone,2,2,0,0
73,coinsgem3,"🆕 New Listing on CoinsGEM: Twitter $twtr

✅ URL: https://t.co/SPRH29iXRH

📋 Contract TYPE: Solana Smart Chain

📝 Co… https://t.co/xHubFlCBbP",2022-05-27 08:29:43+00:00,"USA, Florida",NovaPress,0,0,0,0
74,polynorph,😄😄😄 #TWTR #TSLA https://t.co/g5vQqwYByy,2022-05-27 08:27:46+00:00,London 🇬🇧,Twitter for Android,0,0,0,0
75,NawafGethami,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 08:03:31+00:00,المملكة العربية السعودية,Twitter for iPhone,0,0,0,0
76,NawafGethami,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 08:03:14+00:00,المملكة العربية السعودية,Twitter for iPhone,0,0,0,0
77,alktab60,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 08:01:11+00:00,,Twitter for Android,0,0,0,0
78,albaderhussain5,"RT @saudsend: #twtr $twtr
#رادار_السوق 
#الخير_مقبل 
مبرووووووووووووك هذا من فضل ربي
اللي متابعين معنا https://t.co/0k0b2p2ZdN",2022-05-27 07:17:05+00:00,الاحساء,Twitter for iPhone,0,0,0,0
79,albaderhussain5,"RT @saudsend: اللهم لك الحمد والشكر هذا من فضل ربي
#رادار_السوق #الخير_مقبل #tsla $tsla #spx $spx #twtr $twtr https://t.co/p1yv00jvZp",2022-05-27 07:15:51+00:00,الاحساء,Twitter for iPhone,0,0,0,0
80,albaderhussain5,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 07:15:28+00:00,الاحساء,Twitter for iPhone,0,0,0,0
81,ladyMILLION50,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 05:39:41+00:00,,Twitter for iPhone,0,0,0,0
82,sultanx9966,"RT @saudsend: خيااااااااااااااااال هذا من فضل ربي
#رادار_السوق جراءة قوة دقة ثروة #الخير_مقبل #OptionsTrading #tsla $tsla #spx $spx #twtr $…",2022-05-27 05:32:32+00:00,,Twitter for iPhone,0,0,0,0
83,Ralphtan222,"clip.

via @ABC
#news #TWTR #lawsuit 
#ElonMuskBuysTwitter #stock https://t.co/4oOyS01Eqe",2022-05-27 05:27:34+00:00,DeCenterized Tokyo🗼⇄NY🗽,Twitter for iPhone,0,0,1,0
84,alshaman_r,"RT @saudsend: #twtr $twtr
#رادار_السوق 
#الخير_مقبل 
مبرووووووووووووك هذا من فضل ربي
اللي متابعين معنا https://t.co/0k0b2p2ZdN",2022-05-27 05:18:19+00:00,,Twitter for Android,0,0,0,0
85,30luiscervantes,#TGT #WMT calls! #twtr #Ethereum #Bitcoin  #Binance #Crypto #Eth  #BTC #OptionsFlow #StockMarket #StocksToBuy… https://t.co/Hh5A7unytz,2022-05-27 04:36:34+00:00,,Twitter for Android,0,0,0,0
86,arpit_apoorva,"RT @arpit_apoorva: @elonmusk's $44 billion proposal to buy @Twitter was put ""temporarily on hold"" on Friday, causing Twitter's shares to pl…",2022-05-27 04:25:10+00:00,online,Twitter Web App,0,0,0,0
87,AndromedaBeauty,Tyrannosaurus El Yapımı Sabun Karpuz Limonata Kakao Yağı Aloe Vera Çiçekler Organik❣️#OrganicSoap #earthquake #nft… https://t.co/WLPXUQ9wDC,2022-05-27 04:10:00+00:00,USA,Twitter Web App,0,0,1,0
88,AndromedaBeauty,Tyrannosaurus Jabón Hecho a Mano Sandía Limonada Manteca de Cacao Aloe Vera Flores Orgánica❣️#OrganicSoap… https://t.co/w8eXLCgEFn,2022-05-27 04:08:23+00:00,USA,Twitter Web App,1,2,2,0
89,AndromedaBeauty,Tiranossauro Sabonete Feito à Mão Melancia Limonada Manteiga de Cacau Aloe Vera Flores Orgânicas❣️#OrganicSoap… https://t.co/gA5upJdqzJ,2022-05-27 04:06:52+00:00,USA,Twitter Web App,3,0,1,0
90,AndromedaBeauty,"티라노사우르스 손으로 만든 비누 수박 레모네이드 코코아 버터 알로에 베라 꽃 유기농❣️#OrganicSoap #earthquake #nft #btc #twtr #crypto #GME #TopGun
 @blueorigin",2022-05-27 04:05:28+00:00,USA,Twitter Web App,2,0,1,0
91,AndromedaBeauty,"ティラノサウルス手作り石鹸スイカレモネードココアバターアロエベラ花オーガニック❣️#OrganicSoap #earthquake #nft #btc #twtr #crypto #GME #TopGun
 @blueorigin",2022-05-27 04:04:22+00:00,USA,Twitter Web App,1,0,3,0
92,AndromedaBeauty,Tirannosauro Sapone Fatto A Mano Anguria Limonata Burro Di Cacao Fiori Di Aloe Vera Organici❣️#OrganicSoap… https://t.co/58FQLXJ6dn,2022-05-27 04:03:36+00:00,USA,Twitter Web App,1,1,3,0
93,AndromedaBeauty,टायरानोसॉरस हाथ से बने साबुन तरबूज नींबू पानी कोको मक्खन मुसब्बर वेरा फूल कार्बनिक ❣️#OrganicSoap #earthquake #nft… https://t.co/oMSBOOwTTX,2022-05-27 04:02:03+00:00,USA,Twitter Web App,0,1,2,0
94,AndromedaBeauty,"טירנוזאורוס בעבודת יד סבון אבטיח לימונדה חמאת קקאו פרחי אלוורה אורגניים
❣️#OrganicSoap #earthquake #nft #btc #twtr… https://t.co/20OK2w4kwg",2022-05-27 04:00:05+00:00,USA,Twitter Web App,0,1,1,0
95,AndromedaBeauty,Tyrannosaurus Handgemachte Seife Wassermelone Limonade Kakaobutter Aloe Vera Blumen Bio❣️#OrganicSoap #earthquake… https://t.co/OKJHJislq8,2022-05-27 03:58:39+00:00,USA,Twitter Web App,2,0,2,0
96,AndromedaBeauty,Tyrannosaurus Savon Artisanal Pastèque Limonade Beurre de Cacao Fleurs d'Aloe Vera Bio❣️#OrganicSoap #earthquake… https://t.co/5q8X9DiTNV,2022-05-27 03:55:36+00:00,USA,Twitter Web App,1,1,2,0
97,AndromedaBeauty,"霸王龙手工皂西瓜柠檬水可可脂芦荟花有机 ❣️#OrganicSoap #earthquake #nft #btc #twtr #crypto #GME #TopGun
 @blueorigin",2022-05-27 03:52:56+00:00,USA,Twitter Web App,3,0,2,0
98,AndromedaBeauty,"صابون مصنوع يدويًا من Tyrannosaurus بطيخ وعصير الليمون وزبدة الكاكاو وأزهار الألوة فيرا عضوي
❣️#OrganicSoap… https://t.co/5OhGfYLKMj",2022-05-27 03:50:16+00:00,USA,Twitter Web App,1,0,1,0
99,AndromedaBeauty,Tyrannosaurus Hand Made Soap Watermelon Lemonade Cocoa Butter Aloe Vera Flowers Organic ❣️#OrganicSoap #earthquake… https://t.co/qkApmqeSGe,2022-05-27 03:39:26+00:00,USA,Twitter Web App,1,1,2,0
