,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,JennyTinny,@CNN Wonder how big the class action will be when major firms find out that their multimillion dollar advertising b… https://t.co/EnPlH1rHjK,2022-05-15 23:21:27+00:00,"San Francisco, CA☮",Twitter Web App,0,0,0,0
1,MartinezAyren,RT @yagoisasi: Very interesting investing opportunities in #eToro today now including:  1 - #Luna that you cannot trade on their platform 2…,2022-05-15 23:13:16+00:00,,Twitter for iPhone,0,0,0,0
2,yagoisasi,Very interesting investing opportunities in #eToro today now including:  1 - #Luna that you cannot trade on their p… https://t.co/KiaFFIiSIw,2022-05-15 23:06:06+00:00,Luxembourg,Twitter Web App,0,0,1,1
3,TruJustice5,"Elon Musk..nda..exposed TWTR..Every trend on #TWTR is fake..Thought it would get better..It didn’t..Still fake..
It… https://t.co/ExsrPZxnyy",2022-05-15 22:46:57+00:00,,Twitter Web App,2,0,1,0
4,TruJustice5,@elonmusk @PPathole @Twitter Elon Musk exposed TWTR..Every trend on #TWTR is fake..Thought it would get better..It… https://t.co/viRgocJ0oK,2022-05-15 22:45:53+00:00,,Twitter Web App,0,0,0,0
5,TruJustice5,@elonmusk @PPathole @Twitter Elon Musk exposed TWTR..Every trend on #TWTR is fake..Thought it would get better..It… https://t.co/McIllZDLwD,2022-05-15 22:41:14+00:00,,Twitter Web App,4,0,0,1
6,TruJustice5,"Elon Musk exposed TWTR..Every trend on #TWTR is fake..Thought it would get better..It didn’t..Still fake..
It’s not… https://t.co/IenbXyNXgA",2022-05-15 22:40:44+00:00,,Twitter Web App,1,0,0,0
7,ObiMem,"RT @ObiMem: Tesla Stock Forecast 2022 | Last Call For Shares Under $800 https://t.co/Pm5HPCxB1I via @YouTube 
#tsla #tesla #teslastock #elo…",2022-05-15 22:36:03+00:00,New York Stock Exchange ,Twitter Web App,0,0,0,0
8,TruJustice5,Elon Musk exposed TWTR..Today..May 15..2022..Every trend on #TWTR is fake..Thought it would get better..It didn’t..… https://t.co/eFVq0ZqvVa,2022-05-15 22:35:38+00:00,,Twitter Web App,1,0,0,0
9,TruJustice5,@elonmusk @PPathole Today..May 15..2022..Every trend on #TWTR is fake..Thought it would get better..It didn’t..Stil… https://t.co/cMJhvKPTHY,2022-05-15 22:28:35+00:00,,Twitter Web App,0,0,0,0
10,LindaCh97928823,@rywilliams4379 What is #twtr? A programmer eluded to my being trapped in an FBI Playpen fake area of Twitter. Is t… https://t.co/A0nsfUKqpa,2022-05-15 21:53:12+00:00,"Sarasota, FL",Twitter Web App,0,0,0,0
