,text,time,location,source,like_count,quote_count,reply_count,retweet_count,lang,split_text
476,fox news concern becom ceo httpstcovetsdjeclr via,2022-05-07,,Twitter Web App,1,0,0,0,en,"['fox', 'news', 'concern', 'becom', 'ceo', 'httpstcovetsdjeclr', 'via']"
477,crypto introduct tesla spacex keep bitcoin balanc sheet sinc wil httpstcoxdnaajdwug,2022-05-07,Украина,Twitter for Android,0,0,1,0,en,"['crypto', 'introduct', 'tesla', 'spacex', 'keep', 'bitcoin', 'balanc', 'sheet', 'sinc', 'wil', 'httpstcoxdnaajdwug']"
478,life shitttttt especi accident talk indian parent without respect boundari httpstcocgmystuvtq,2022-05-07,India,Twitter for Android,0,0,0,0,en,"['life', 'shitttttt', 'especi', 'accident', 'talk', 'indian', 'parent', 'without', 'respect', 'boundari', 'httpstcocgmystuvtq']"
480,20220428 193723 hand made soap plagu doctor watermelon lemon httpstcoz4figdypmi via nft btc soap shib doge,2022-05-07,USA,Twitter Web App,0,0,0,0,en,"['20220428', '193723', 'hand', 'made', 'soap', 'plagu', 'doctor', 'watermelon', 'lemon', 'httpstcoz4figdypmi', 'via', 'nft', 'btc', 'soap', 'shib', 'doge']"
481,httpstcox5kvstpapf soap nft btc tsla,2022-05-07,USA,Twitter Web App,0,0,0,0,en,"['httpstcox5kvstpapf', 'soap', 'nft', 'btc', 'tsla']"
482,hand made soap plagu doctor watermelon lemonad goat milk alo vera flower httpstco7y3uxawrlh via httpstcoe9gi6x5f7x,2022-05-07,USA,Twitter Web App,0,0,0,0,en,"['hand', 'made', 'soap', 'plagu', 'doctor', 'watermelon', 'lemonad', 'goat', 'milk', 'alo', 'vera', 'flower', 'httpstco7y3uxawrlh', 'via', 'httpstcoe9gi6x5f7x']"
484,hand made soap plagu doctor watermelon lemonad goat milk alo vera flower httpstco7y3uxawrlh via httpstcogwb9fkfzlw,2022-05-07,USA,Twitter Web App,0,0,0,0,en,"['hand', 'made', 'soap', 'plagu', 'doctor', 'watermelon', 'lemonad', 'goat', 'milk', 'alo', 'vera', 'flower', 'httpstco7y3uxawrlh', 'via', 'httpstcogwb9fkfzlw']"
485,hand made soap plagu doctor watermelon lemonad goat milk alo vera flower httpstcowkyyafxisz,2022-05-07,USA,Twitter Web App,0,0,0,0,en,"['hand', 'made', 'soap', 'plagu', 'doctor', 'watermelon', 'lemonad', 'goat', 'milk', 'alo', 'vera', 'flower', 'httpstcowkyyafxisz']"
486,hand made soap plagu doctor watermelon lemonad goat milk alo vera flower httpstcor404r3fcqi,2022-05-07,USA,Twitter Web App,0,0,0,0,en,"['hand', 'made', 'soap', 'plagu', 'doctor', 'watermelon', 'lemonad', 'goat', 'milk', 'alo', 'vera', 'flower', 'httpstcor404r3fcqi']"
488,via origin news muskbuystwitt httpstcolyvnxk5ey0,2022-05-07,DeCenterized Tokyo🗼⇄NY🗽,Twitter for iPhone,1,0,1,0,en,"['via', 'origin', 'news', 'muskbuystwitt', 'httpstcolyvnxk5ey0']"
489,oh control nontechn bs hierarch manag find job asap ass get kic httpstcoswtbzjiyag,2022-05-07,"Dallas, TX",Twitter for iPhone,0,0,0,0,en,"['oh', 'control', 'nontechn', 'bs', 'hierarch', 'manag', 'find', 'job', 'asap', 'ass', 'get', 'kic', 'httpstcoswtbzjiyag']"
490,check case lenovo le mh10 hd 2nd x306h case wintersweet van gogh 2nd httpstcotacrzcsdkm ebay via httpstcoyk811ri7ru,2022-05-08,USA,Twitter Web App,3,0,8,0,en,"['check', 'case', 'lenovo', 'le', 'mh10', 'hd', '2nd', 'x306h', 'case', 'wintersweet', 'van', 'gogh', '2nd', 'httpstcotacrzcsdkm', 'ebay', 'via', 'httpstcoyk811ri7ru']"
491,101 lectur 1 httpstcoi7dcih2bsi via ofpow,2022-05-08,upstate NY,Twitter for iPhone,0,0,0,0,en,"['101', 'lectur', '1', 'httpstcoi7dcih2bsi', 'via', 'ofpow']"
492,market trader use weekend head httpstcovgghrsz7er channel actual professio,2022-05-08,Costa Rica,Twitter for iPhone,0,0,0,0,en,"['market', 'trader', 'use', 'weekend', 'head', 'httpstcovgghrsz7er', 'channel', 'actual', 'professio']"
493,well street better get gear pharma lie push amplif save httpstcoz2mn9gxarz,2022-05-08,,Twitter for iPhone,0,0,0,0,en,"['well', 'street', 'better', 'get', 'gear', 'pharma', 'lie', 'push', 'amplif', 'save', 'httpstcoz2mn9gxarz']"
494,check clay nativ american clay mask pueblo new mexico great condit 6 x 8 httpstcouuytvprgkw ebay v,2022-05-08,,NFT gang gang,0,0,0,0,en,"['check', 'clay', 'nativ', 'american', 'clay', 'mask', 'pueblo', 'new', 'mexico', 'great', 'condit', '6', 'x', '8', 'httpstcouuytvprgkw', 'ebay', 'v']"
495,check clay nativ american clay mask pueblo new mexico great condit 6 x 8 httpstcouuytvprgkw httpstcoco3obi1e4i,2022-05-08,USA,Twitter Web App,3,1,2,1,en,"['check', 'clay', 'nativ', 'american', 'clay', 'mask', 'pueblo', 'new', 'mexico', 'great', 'condit', '6', 'x', '8', 'httpstcouuytvprgkw', 'httpstcoco3obi1e4i']"
496,nft btc tsla shib doge coinbas win giveaway atwood httpstcok1p6rmwyen,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['nft', 'btc', 'tsla', 'shib', 'doge', 'coinbas', 'win', 'giveaway', 'atwood', 'httpstcok1p6rmwyen']"
498,stock gonna sink market open pend suit sell stock,2022-05-08,Oz!,Twitter for Android,0,0,0,0,en,"['stock', 'gonna', 'sink', 'market', 'open', 'pend', 'suit', 'sell', 'stock']"
499,20220508 103642 httpstco9lnpchxygc httpstcowhg63lytss via nft btc tsla shib doge coinba,2022-05-08,,App_1_new,0,0,0,0,en,"['20220508', '103642', 'httpstco9lnpchxygc', 'httpstcowhg63lytss', 'via', 'nft', 'btc', 'tsla', 'shib', 'doge', 'coinba']"
500,20220508 103642 httpstco9lnpchxygc httpstcowhg63lytss via nft btc tsla shib doge httpstco683wb6kpob,2022-05-08,USA,Twitter Web App,0,0,0,1,en,"['20220508', '103642', 'httpstco9lnpchxygc', 'httpstcowhg63lytss', 'via', 'nft', 'btc', 'tsla', 'shib', 'doge', 'httpstco683wb6kpob']"
501,20220508 111550 httpstcocvvafip7h7 httpstcojaow3lzseq via nft btc tsla shib doge httpstcopm8d95pzu2,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['20220508', '111550', 'httpstcocvvafip7h7', 'httpstcojaow3lzseq', 'via', 'nft', 'btc', 'tsla', 'shib', 'doge', 'httpstcopm8d95pzu2']"
502,check nativ american mask real feather alsmost mint 8 x 8 httpstcoiotpbg2ktb ebay via nft httpstco2sgzgcmygf,2022-05-08,USA,Twitter Web App,2,0,1,1,en,"['check', 'nativ', 'american', 'mask', 'real', 'feather', 'alsmost', 'mint', '8', 'x', '8', 'httpstcoiotpbg2ktb', 'ebay', 'via', 'nft', 'httpstco2sgzgcmygf']"
503,market trader use weekend head httpstcovgghrsz7er channel actual profe httpstcoeehlbfykn7,2022-05-08,,Twitter Web App,4,0,0,1,en,"['market', 'trader', 'use', 'weekend', 'head', 'httpstcovgghrsz7er', 'channel', 'actual', 'profe', 'httpstcoeehlbfykn7']"
504,check wood carv mask kenya 11 x 6 great condit httpstcowmu5tdwpg7 ebay via httpstcovol39m6rz,2022-05-08,USA,Twitter Web App,3,1,4,1,en,"['check', 'wood', 'carv', 'mask', 'kenya', '11', 'x', '6', 'great', 'condit', 'httpstcowmu5tdwpg7', 'ebay', 'via', 'httpstcovol39m6rz']"
505,realiz mani bot paid post influenti propaganda post polic cons httpstcoq8dx8ptazp,2022-05-08,"""Not of this Earth""",Twitter Web App,0,0,0,0,en,"['realiz', 'mani', 'bot', 'paid', 'post', 'influenti', 'propaganda', 'post', 'polic', 'cons', 'httpstcoq8dx8ptazp']"
508,check nioxin hair growth treatment men 90 day suppli httpstcopsosml0j8b ebay via nft btc e,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'nioxin', 'hair', 'growth', 'treatment', 'men', '90', 'day', 'suppli', 'httpstcopsosml0j8b', 'ebay', 'via', 'nft', 'btc', 'e']"
509,check nioxin 2 minoxidil hair regrowth treatment women 90 day suppli 3 bottl httpstcolvitg4mbwb ebay,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'nioxin', '2', 'minoxidil', 'hair', 'regrowth', 'treatment', 'women', '90', 'day', 'suppli', '3', 'bottl', 'httpstcolvitg4mbwb', 'ebay']"
510,check shiba inu figurin ornament 1 12 x 2 set 2 httpstcoovpcu0ci7l ebay via,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'shiba', 'inu', 'figurin', 'ornament', '1', '12', 'x', '2', 'set', '2', 'httpstcoovpcu0ci7l', 'ebay', 'via']"
511,check mckesson rinsefre shampoo bodi wash light floral scent 8 oz flip top bott httpstco3ojpiyib7c eb,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'mckesson', 'rinsefre', 'shampoo', 'bodi', 'wash', 'light', 'floral', 'scent', '8', 'oz', 'flip', 'top', 'bott', 'httpstco3ojpiyib7c', 'eb']"
513,check zynex medic electrod 2 round 300027 qti 4 per pkg httpstcokssiun4sgk ebay via nft btc,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'zynex', 'medic', 'electrod', '2', 'round', '300027', 'qti', '4', 'per', 'pkg', 'httpstcokssiun4sgk', 'ebay', 'via', 'nft', 'btc']"
516,check mckesson liquid rinsefre perin wash herbal scent 8 oz 237 ml httpstconsggcycq2f ebay via,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'mckesson', 'liquid', 'rinsefre', 'perin', 'wash', 'herbal', 'scent', '8', 'oz', '237', 'ml', 'httpstconsggcycq2f', 'ebay', 'via']"
517,check mckesson confiderm latex exam glove larg box 100 httpstcokfalujn946 ebay via nft btc,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'mckesson', 'confiderm', 'latex', 'exam', 'glove', 'larg', 'box', '100', 'httpstcokfalujn946', 'ebay', 'via', 'nft', 'btc']"
518,check mckesson staydri disposs washcloth 75 x 125 inch pack 100 alo httpstcocainndeiqr eb,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'mckesson', 'staydri', 'disposs', 'washcloth', '75', 'x', '125', 'inch', 'pack', '100', 'alo', 'httpstcocainndeiqr', 'eb']"
519,20211002 183520 httpstcoqlgdtj8ms httpstcoktqcumfgw3 via somewher silverlak micheltor httpstcowejoepadjq,2022-05-08,USA,Twitter Web App,4,4,1,0,en,"['20211002', '183520', 'httpstcoqlgdtj8ms', 'httpstcoktqcumfgw3', 'via', 'somewher', 'silverlak', 'micheltor', 'httpstcowejoepadjq']"
521,check hello darl work rupert everett 1st edit 1992 almost mint httpstcoihifxol6p1 ebay vi,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'hello', 'darl', 'work', 'rupert', 'everett', '1st', 'edit', '1992', 'almost', 'mint', 'httpstcoihifxol6p1', 'ebay', 'vi']"
522,schadenfreud know everi mous click push pen form file woke leftist e,2022-05-08,🇺🇲,Twitter for Android,0,0,0,0,en,"['schadenfreud', 'know', 'everi', 'mous', 'click', 'push', 'pen', 'form', 'file', 'woke', 'leftist', 'e']"
523,check vintag wood carv pipe czechoslovakia 5 12 httpstco6izt387nzt ebay via nft btc,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'vintag', 'wood', 'carv', 'pipe', 'czechoslovakia', '5', '12', 'httpstco6izt387nzt', 'ebay', 'via', 'nft', 'btc']"
524,check vari hair dryer sb2 hydroion crystal ion technolog httpstcopvmz9esnp2 ebay via spr,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['check', 'vari', 'hair', 'dryer', 'sb2', 'hydroion', 'crystal', 'ion', 'technolog', 'httpstcopvmz9esnp2', 'ebay', 'via', 'spr']"
525,hand made artisan soap oliv oil alo vera shea butter lavend lemon flower httpstcozlkjqclq9d via httpstco8wnvnxu9jb,2022-05-08,USA,Twitter Web App,4,0,0,1,en,"['hand', 'made', 'artisan', 'soap', 'oliv', 'oil', 'alo', 'vera', 'shea', 'butter', 'lavend', 'lemon', 'flower', 'httpstcozlkjqclq9d', 'via', 'httpstco8wnvnxu9jb']"
528,authent storybook cosmet wizard brush set potter w pouch new httpstcofmwy4sgcyt potter,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['authent', 'storybook', 'cosmet', 'wizard', 'brush', 'set', 'potter', 'w', 'pouch', 'new', 'httpstcofmwy4sgcyt', 'potter']"
529,piec histori piec grand beverli hill hotel glamour best rare new wrap 5,2022-05-08,USA,Twitter Web App,0,0,0,0,en,"['piec', 'histori', 'piec', 'grand', 'beverli', 'hill', 'hotel', 'glamour', 'best', 'rare', 'new', 'wrap', '5']"
536,nazinationalistterroist hate merchant josephwatson expos audio reco httpstcozi8gitoyyr,2022-05-08,Canada,Twitter Web App,0,0,0,4,en,"['nazinationalistterroist', 'hate', 'merchant', 'josephwatson', 'expos', 'audio', 'reco', 'httpstcozi8gitoyyr']"
537,happi mother day women amc gme hymc day httpstcosna3uvjexv,2022-05-08,$AMC ,Twitter for iPhone,1,0,0,0,en,"['happi', 'mother', 'day', 'women', 'amc', 'gme', 'hymc', 'day', 'httpstcosna3uvjexv']"
539,fb next qtr dau tank shift due peopl follow take,2022-05-08,"London, England",Twitter for Android,0,0,0,0,en,"['fb', 'next', 'qtr', 'dau', 'tank', 'shift', 'due', 'peopl', 'follow', 'take']"
544,includ troll farm amp whatev analyt llc aka propaganda shell compani peter th httpstcofgjyflewxk,2022-05-08,United States,Twitter Web App,0,0,0,0,en,"['includ', 'troll', 'farm', 'amp', 'whatev', 'analyt', 'llc', 'aka', 'propaganda', 'shell', 'compani', 'peter', 'th', 'httpstcofgjyflewxk']"
551,check goldwel elumen hair color na natur ash 67 oz 200ml ammonia peroxid free httpstcomcynmb0nb4 e,2022-05-08,,NFT gang gang,0,0,0,0,en,"['check', 'goldwel', 'elumen', 'hair', 'color', 'na', 'natur', 'ash', '67', 'oz', '200ml', 'ammonia', 'peroxid', 'free', 'httpstcomcynmb0nb4', 'e']"
552,check goldwel elumen hair color na natur ash 67 oz 200ml ammonia peroxid free httpstcomcynmb0nb4 httpstcoza4kk4zzcu,2022-05-08,USA,Twitter Web App,1,2,1,2,en,"['check', 'goldwel', 'elumen', 'hair', 'color', 'na', 'natur', 'ash', '67', 'oz', '200ml', 'ammonia', 'peroxid', 'free', 'httpstcomcynmb0nb4', 'httpstcoza4kk4zzcu']"
553,check nioxin hair growth treatment men 90 day suppli httpstcopsosml0j8b ebay via nft btc twtr httpstcoirxrwl1bqa,2022-05-08,USA,Twitter Web App,2,2,1,2,en,"['check', 'nioxin', 'hair', 'growth', 'treatment', 'men', '90', 'day', 'suppli', 'httpstcopsosml0j8b', 'ebay', 'via', 'nft', 'btc', 'twtr', 'httpstcoirxrwl1bqa']"
554,check nioxin 2 minoxidil hair regrowth treatment women 90 day suppli 3 bottl httpstcolvitg4mbwb httpstcottypp0oofh,2022-05-08,USA,Twitter Web App,3,2,2,1,en,"['check', 'nioxin', '2', 'minoxidil', 'hair', 'regrowth', 'treatment', 'women', '90', 'day', 'suppli', '3', 'bottl', 'httpstcolvitg4mbwb', 'httpstcottypp0oofh']"
555,check shiba inu figurin ornament 1 12 x 2 set 2 httpstcoovpcu0ci7l ebay via httpstcofrxzisdm4i,2022-05-08,USA,Twitter Web App,3,2,5,1,en,"['check', 'shiba', 'inu', 'figurin', 'ornament', '1', '12', 'x', '2', 'set', '2', 'httpstcoovpcu0ci7l', 'ebay', 'via', 'httpstcofrxzisdm4i']"
556,check mckesson rinsefre shampoo bodi wash light floral scent 8 oz flip top bott httpstco3ojpiyib7c httpstcorhfhokcdcq,2022-05-08,USA,Twitter Web App,1,2,3,1,en,"['check', 'mckesson', 'rinsefre', 'shampoo', 'bodi', 'wash', 'light', 'floral', 'scent', '8', 'oz', 'flip', 'top', 'bott', 'httpstco3ojpiyib7c', 'httpstcorhfhokcdcq']"
558,check zynex medic electrod 2 round 300027 qti 4 per pkg httpstcokssiun4sgk ebay via nft httpstcot5h8frlaza,2022-05-08,USA,Twitter Web App,1,2,1,1,en,"['check', 'zynex', 'medic', 'electrod', '2', 'round', '300027', 'qti', '4', 'per', 'pkg', 'httpstcokssiun4sgk', 'ebay', 'via', 'nft', 'httpstcot5h8frlaza']"
559,check daiso petit block shiba inu build kit miniatur httpstcov1autgb7z9 ebay via httpstcob4ch5hjrci,2022-05-08,USA,Twitter Web App,3,3,3,1,en,"['check', 'daiso', 'petit', 'block', 'shiba', 'inu', 'build', 'kit', 'miniatur', 'httpstcov1autgb7z9', 'ebay', 'via', 'httpstcob4ch5hjrci']"
560,funni opinion gener avoid drug sometim httpstco68iu6esjv8,2022-05-08,Las Vegas🇺🇸Philippines🇵🇭,Twitter for Android,0,0,0,0,en,"['funni', 'opinion', 'gener', 'avoid', 'drug', 'sometim', 'httpstco68iu6esjv8']"
562,check mckesson liquid rinsefre perin wash herbal scent 8 oz 237 ml httpstconsggcycq2f ebay via httpstcoo23dsunf5a,2022-05-08,USA,Twitter Web App,3,2,2,1,en,"['check', 'mckesson', 'liquid', 'rinsefre', 'perin', 'wash', 'herbal', 'scent', '8', 'oz', '237', 'ml', 'httpstconsggcycq2f', 'ebay', 'via', 'httpstcoo23dsunf5a']"
563,check mckesson confiderm latex exam glove larg box 100 httpstcokfalujn946 ebay via nft btc httpstcowarfmi7uuw,2022-05-08,USA,Twitter Web App,2,2,1,1,en,"['check', 'mckesson', 'confiderm', 'latex', 'exam', 'glove', 'larg', 'box', '100', 'httpstcokfalujn946', 'ebay', 'via', 'nft', 'btc', 'httpstcowarfmi7uuw']"
564,check mckesson staydri disposs washcloth 75 x 125 inch pack 100 alo httpstcocainndeiqr httpstcok9gsdcvgef,2022-05-08,USA,Twitter Web App,3,0,1,1,en,"['check', 'mckesson', 'staydri', 'disposs', 'washcloth', '75', 'x', '125', 'inch', 'pack', '100', 'alo', 'httpstcocainndeiqr', 'httpstcok9gsdcvgef']"
566,check case lenovo tab m10 plu 103in fhd cover starri night van gogh 2nd httpstcotacrzcsdkm eb,2022-05-08,,Twitter Web App,0,0,0,0,en,"['check', 'case', 'lenovo', 'tab', 'm10', 'plu', '103in', 'fhd', 'cover', 'starri', 'night', 'van', 'gogh', '2nd', 'httpstcotacrzcsdkm', 'eb']"
567,check case lenovo tab m10 plu 103in fhd cover starri night van gogh 2nd httpstcotacrzcsdkm httpstco7ekecqas0q,2022-05-08,USA,Twitter Web App,4,3,3,2,en,"['check', 'case', 'lenovo', 'tab', 'm10', 'plu', '103in', 'fhd', 'cover', 'starri', 'night', 'van', 'gogh', '2nd', 'httpstcotacrzcsdkm', 'httpstco7ekecqas0q']"
568,jimfarley98 hagerti fordmustang midohio fpracingschool fordperform mother day giftnft btc twtr httpstcoz6fcvgdmr,2022-05-08,,Twitter Web App,0,0,0,0,en,"['jimfarley98', 'hagerti', 'fordmustang', 'midohio', 'fpracingschool', 'fordperform', 'mother', 'day', 'giftnft', 'btc', 'twtr', 'httpstcoz6fcvgdmr']"
569,check hello darl work rupert everett 1st edit 1992 almost mint httpstcoihifxol6p1 ebay httpstcor1evyy67af,2022-05-08,USA,Twitter Web App,2,2,1,1,en,"['check', 'hello', 'darl', 'work', 'rupert', 'everett', '1st', 'edit', '1992', 'almost', 'mint', 'httpstcoihifxol6p1', 'ebay', 'httpstcor1evyy67af']"
570,check vintag wood carv pipe czechoslovakia 5 12 httpstco6izt387nzt ebay via nft httpstcocxdprhxb3r,2022-05-08,USA,Twitter Web App,2,5,2,1,en,"['check', 'vintag', 'wood', 'carv', 'pipe', 'czechoslovakia', '5', '12', 'httpstco6izt387nzt', 'ebay', 'via', 'nft', 'httpstcocxdprhxb3r']"
571,check vari hair dryer sb2 hydroion crystal ion technolog httpstcopvmz9esnp2 ebay via httpstcoh51agrztyh,2022-05-08,USA,Twitter Web App,3,3,2,1,en,"['check', 'vari', 'hair', 'dryer', 'sb2', 'hydroion', 'crystal', 'ion', 'technolog', 'httpstcopvmz9esnp2', 'ebay', 'via', 'httpstcoh51agrztyh']"
572,authent storybook cosmet wizard brush set potter w pouch new httpstcofmwy4sgcyt httpstcotrp4raru56,2022-05-08,USA,Twitter Web App,3,3,3,1,en,"['authent', 'storybook', 'cosmet', 'wizard', 'brush', 'set', 'potter', 'w', 'pouch', 'new', 'httpstcofmwy4sgcyt', 'httpstcotrp4raru56']"
573,piec histori piec grand beverli hill hotel glamour best rare new wra httpstcoeddyuogiwj,2022-05-08,USA,Twitter Web App,2,4,3,1,en,"['piec', 'histori', 'piec', 'grand', 'beverli', 'hill', 'hotel', 'glamour', 'best', 'rare', 'new', 'wra', 'httpstcoeddyuogiwj']"
574,20220507 180621 httpstcovmybemciju httpstcoaergik50fv via hollywood ca usa soap httpstcoagufnzunfc,2022-05-08,USA,Twitter Web App,1,5,1,0,en,"['20220507', '180621', 'httpstcovmybemciju', 'httpstcoaergik50fv', 'via', 'hollywood', 'ca', 'usa', 'soap', 'httpstcoagufnzunfc']"
575,share holder get blue check,2022-05-08,,Twitter for Android,0,0,0,0,en,"['share', 'holder', 'get', 'blue', 'check']"
576,th reason th crash human need learn patient enough grow system organica httpstco5uyjbvvthl,2022-05-09,"Manchester, England",Twitter for iPhone,0,0,0,0,en,"['th', 'reason', 'th', 'crash', 'human', 'need', 'learn', 'patient', 'enough', 'grow', 'system', 'organica', 'httpstco5uyjbvvthl']"
577,hope anoth long night meet show anoth app prepar problem httpstcoxcaccypzd3,2022-05-09,"Manchester, England",Twitter for iPhone,0,0,0,0,en,"['hope', 'anoth', 'long', 'night', 'meet', 'show', 'anoth', 'app', 'prepar', 'problem', 'httpstcoxcaccypzd3']"
578,spent past week research believ futur fairer inclus way life httpstcoxy1bold0ca,2022-05-09,"Manchester, England",Twitter for iPhone,9,3,0,0,en,"['spent', 'past', 'week', 'research', 'believ', 'futur', 'fairer', 'inclus', 'way', 'life', 'httpstcoxy1bold0ca']"
579,said know crash crypto market check timelin event immedi httpstcojq53a3uv3q,2022-05-09,"Manchester, England",Twitter for iPhone,3,2,1,0,en,"['said', 'know', 'crash', 'crypto', 'market', 'check', 'timelin', 'event', 'immedi', 'httpstcojq53a3uv3q']"
580,host space tomorrow morn feel free join,2022-05-09,"Manchester, England",Twitter for iPhone,1,0,1,0,en,"['host', 'space', 'tomorrow', 'morn', 'feel', 'free', 'join']"
582,check vintag 1952 cast iron foot trivet amish woman ach talk dumb jzh 6 httpstcom61aqhaeji httpstco5kksglm6o2,2022-05-09,USA,Twitter Web App,0,0,1,1,en,"['check', 'vintag', '1952', 'cast', 'iron', 'foot', 'trivet', 'amish', 'woman', 'ach', 'talk', 'dumb', 'jzh', '6', 'httpstcom61aqhaeji', 'httpstco5kksglm6o2']"
583,check vintag 1952 cast iron foot trivet amish woman ach talk dumb jzh 6 httpstcom61aqhaeji httpstcogmufeoawrz,2022-05-09,USA,Twitter Web App,0,1,0,1,en,"['check', 'vintag', '1952', 'cast', 'iron', 'foot', 'trivet', 'amish', 'woman', 'ach', 'talk', 'dumb', 'jzh', '6', 'httpstcom61aqhaeji', 'httpstcogmufeoawrz']"
585,check goldwel elumen vv violet violet 67 oz 200 ml amonia peroxid free httpstcof49rhsnwz2 ebay v httpstcovkcqexlq52,2022-05-09,USA,Twitter Web App,2,0,1,0,en,"['check', 'goldwel', 'elumen', 'vv', 'violet', 'violet', '67', 'oz', '200', 'ml', 'amonia', 'peroxid', 'free', 'httpstcof49rhsnwz2', 'ebay', 'v', 'httpstcovkcqexlq52']"
587,check goldwel elumen hair color pk pink 67oz 200ml ammonia peroxid free httpstcomhejsmtii2 ebay httpstcoo0n8h1b4fu,2022-05-09,USA,Twitter Web App,3,0,1,0,en,"['check', 'goldwel', 'elumen', 'hair', 'color', 'pk', 'pink', '67oz', '200ml', 'ammonia', 'peroxid', 'free', 'httpstcomhejsmtii2', 'ebay', 'httpstcoo0n8h1b4fu']"
588,check tigi bed head beach wave defin mist 34 oz 100 ml fine gel curli hair httpstcogdd710sf3f httpstcoclvcypubhz,2022-05-09,USA,Twitter Web App,6,0,0,0,en,"['check', 'tigi', 'bed', 'head', 'beach', 'wave', 'defin', 'mist', '34', 'oz', '100', 'ml', 'fine', 'gel', 'curli', 'hair', 'httpstcogdd710sf3f', 'httpstcoclvcypubhz']"
589,due tweet mani tesla investor lost lot money httpstco3cwrmuk5q4,2022-05-09,Safe Moon,Twitter for iPhone,0,0,0,0,en,"['due', 'tweet', 'mani', 'tesla', 'investor', 'lost', 'lot', 'money', 'httpstco3cwrmuk5q4']"
591,limit time offer get 5 free stock valu 9600 open amp fund brokerag account get sta httpstcozoj2vu1ija,2022-05-09,,Twitter for Android,0,0,0,0,en,"['limit', 'time', 'offer', 'get', '5', 'free', 'stock', 'valu', '9600', 'open', 'amp', 'fund', 'brokerag', 'account', 'get', 'sta', 'httpstcozoj2vu1ija']"
592,helm set longterm target 85 per share exp httpstcoo9h5uab5tw,2022-05-09,"San Diego, CA",Twitter Web App,3,0,1,0,en,"['helm', 'set', 'longterm', 'target', '85', 'per', 'share', 'exp', 'httpstcoo9h5uab5tw']"
593,check eleg temporari hair color black 406 oz 120 ml ammonia peroxidefre httpstcoxgwro5imqj httpstcoovmkuwnxk2,2022-05-09,USA,Twitter Web App,1,1,1,0,en,"['check', 'eleg', 'temporari', 'hair', 'color', 'black', '406', 'oz', '120', 'ml', 'ammonia', 'peroxidefre', 'httpstcoxgwro5imqj', 'httpstcoovmkuwnxk2']"
594,yeah got demand mistrial invest 2022 httpstcosakz1m5c3i,2022-05-09,upstate NY,Twitter for iPhone,0,0,0,0,en,"['yeah', 'got', 'demand', 'mistrial', 'invest', '2022', 'httpstcosakz1m5c3i']"
595,check sebastian cellophan clear 102 oz 300 ml peroxid ammoniafre httpstcopgyukvmewt ebay via httpstcohmsav2tg8f,2022-05-09,USA,Twitter Web App,0,1,0,0,en,"['check', 'sebastian', 'cellophan', 'clear', '102', 'oz', '300', 'ml', 'peroxid', 'ammoniafre', 'httpstcopgyukvmewt', 'ebay', 'via', 'httpstcohmsav2tg8f']"
596,feel noth feel invest stockmarket 2022,2022-05-09,upstate NY,Twitter for iPhone,0,0,0,1,en,"['feel', 'noth', 'feel', 'invest', 'stockmarket', '2022']"
600,485 put 513 48 day trade potenti swing,2022-05-09,,Twitter for iPhone,15,2,4,1,en,"['485', 'put', '513', '48', 'day', 'trade', 'potenti', 'swing']"
602,httpstco0hqgmnwywn,2022-05-09,,Twitter for Android,0,0,0,0,en,['httpstco0hqgmnwywn']
603,institut investor tri delay takeov screw th httpstcoyugh1dilzg,2022-05-09,,Twitter Web App,0,0,0,0,en,"['institut', 'investor', 'tri', 'delay', 'takeov', 'screw', 'th', 'httpstcoyugh1dilzg']"
605,lol musk death tweet send 4 47 handl httpstcohixu9osigb,2022-05-09,NYC,Twitter Web App,1,0,1,0,en,"['lol', 'musk', 'death', 'tweet', 'send', '4', '47', 'handl', 'httpstcohixu9osigb']"
607,hindenburg see signific risk twittermusk deal get repric lower fintwit fintech wallstreet,2022-05-09,,Datamine #1,0,0,0,0,en,"['hindenburg', 'see', 'signific', 'risk', 'twittermusk', 'deal', 'get', 'repric', 'lower', 'fintwit', 'fintech', 'wallstreet']"
608,hindenburg see signific risk twittermusk deal get repric lower fintwit fintech httpstcoi3p6spfvm9,2022-05-09,"Dallas, TX",TweetDeck,5,0,2,3,en,"['hindenburg', 'see', 'signific', 'risk', 'twittermusk', 'deal', 'get', 'repric', 'lower', 'fintwit', 'fintech', 'httpstcoi3p6spfvm9']"
